機構名稱,行政區,地址
楊菘宇整形外科診所,63000040,臺北市中山區中山北路二段2號5樓
愛鄰診所,63000040,臺北市中山區北安路520之1號
佳禾骨科診所,63000040,臺北市中山區民生西路54號3樓
思雲診所,63000040,臺北市中山區中山北路二段137巷10號、地下室
怡仁診所,63000040,臺北市中山區中山北路1段82號5樓
四季花妍整形診所,63000040,臺北市中山區長春路16號5樓
星光整形外科診所,63000040,臺北市中山區南京東路一段138號3樓
黃偉俐診所,63000040,臺北市中山區天津街37號2樓
黃雅芬兒童心智診所,63000040,臺北市中山區南京西路5之1號12樓之1
中山民權王耳鼻喉科診所,63000040,臺北市中山區中山北路二段166號之2
信安診所,63000040,臺北市中山區民生西路24號3樓
興安診所,63000040,臺北市中山區民生東路3段90號2樓、9 0號2樓之3
恆麗美型診所,63000040,臺北市中山區松江路273號3樓
聚英視光眼科診所,63000040,臺北市中山區民權東路3段54、56號及56號4樓之1
農安診所,63000040,臺北市中山區農安街62號
瀚仕診所,63000040,臺北市中山區松江路369號2樓
京硯皮膚科診所,63000040,臺北市中山區長春路210號1樓、212號(1樓)、212之1號(1樓)、212之2號(1樓)
杏慈診所,63000040,臺北市中山區民權東路二段152巷2之1號
微煦心靈診所,63000040,臺北市中山區中山北路二段39巷6號2樓之1
慶生診所,63000040,臺北市中山區林森北路561號2樓之7及之8
曼都整形外科診所,63000040,臺北市中山區南京東路2段76號7樓
施宏男復健科診所,63000040,臺北市中山區松江路158號3樓、3樓之1
長安診所,63000040,臺北市中山區八德路2段259號（1樓、2樓）
康心美婦診所,63000040,臺北市中山區農安街14號2樓、雙城街17之4號2樓
哲民診所,63000040,臺北市中山區龍江路356巷24號
群英楊麗珍黃景昱皮膚科診所,63000040,臺北市中山區南京東路一段36號3樓
美無極美學診所,63000040,臺北市中山區樂群二路103號、105號
達特琳醫美診所,63000040,臺北市中山區南京東路三段195號3樓
耘康復健科診所,63000040,臺北市中山區復興北路402巷8弄2號
元林診所,63000040,臺北市中山區吉林路239號3樓、239號3樓之1
晴光診所,63000040,臺北市中山區林森北路556號
喜悅健康診所,63000040,臺北市中山區龍江路152號地下一層、152號地下一層之2
安康復健科診所,63000040,臺北市中山區松江路54號2樓
聖和骨外科診所,63000040,臺北市中山區農安街138之1號、140號
陳博光教授診所,63000040,臺北市中山區長安東路二段1號1樓、2樓
雙連婦產科小兒科診所,63000040,臺北市中山區民生西路30號4樓
榮星診所,63000040,臺北市中山區龍江路272號 (實際營業地址:1樓、地下一層)及274號 (實際營業地址:1樓)  
好美醫美診所,63000040,臺北市中山區南京西路5之1號6樓
惟?診所,63000040,臺北市中山區北安路595巷1號地下一層
優視眼科診所,63000040,臺北市中山區民生東路一段30號2樓
臺北市立聯合醫院附設中山門診部,63000040,臺北市中山區松江路３６７號１樓
國防部醫務組診所,63000040,臺北市中山區北安路409號
長榮海運股份有限公司醫務室,63000040,臺北市中山區民生東路二段１６６號７樓
生泉婦產科診所,63000040,臺北市中山區民生東路一段30號3、4、5樓
陳?輝診所,63000040,臺北市中山區民生東路二段１０３號
曾婦產科診所,63000040,臺北市中山區長安東路二段11之1號〈實際營業場所在一樓〉
陳家庭醫學科診所,63000040,臺北市中山區吉林路３１５巷１８號
黃中豪婦產科診所,63000040,臺北市中山區吉林路１３１號２Ｆ
賴國良婦產科診所,63000040,臺北市中山區錦西街１之５號
李堯?內兒科診所,63000040,臺北市中山區民權東路二段２３號
趙素芳婦產科診所,63000040,臺北市中山區長安東路二段一七八之六號二樓
木生婦幼診所,63000040,臺北市中山區長安東路二段90號1-4樓、88號4樓
富生婦產科診所,63000040,臺北市中山區吉林路１５７號
葉小兒科診所,63000040,臺北市中山區長春路２２７號
柏泉內科小兒科診所,63000040,臺北市中山區北安路５９５巷２０弄５號
歐婦產科診所,63000040,臺北市中山區民生東路二段８０號
楊光榮嗓音耳鼻喉科診所,63000040,臺北市中山區民權東路二段56號(實際開業地址：1樓及2樓)
王三郎婦產科診所,63000040,臺北市中山區中山北路二段166號之2
吳輝明婦產科診所,63000040,臺北市中山區長春路７８號２Ｆ
李義男婦產科診所,63000040,臺北市中山區中山北路二段７１號４樓
輝雄診所,63000040,臺北市中山區吉林路300號1、2、3、4樓302號 1、2、3、4樓
林錦祥耳鼻喉科診所,63000040,臺北市中山區五常街９１號１樓
周賢章耳鼻喉科診所,63000040,臺北市中山區天祥路２６號
楊錦標神經科診所,63000040,臺北市中山區民生西路24號5樓
北安聯合診所,63000040,臺北市中山區北安路569之2號 569之3號  569之4號 569之1號二 樓 569之2號二 樓 569之3號二 樓 569之4號二 樓  
陳世澤內科診所,63000040,臺北市中山區龍江路２８４－１號
宗北內科診所,63000040,臺北市中山區民生西路24號2樓
世珍婦產診所,63000040,臺北市中山區朱崙街四十六號
中山實美整形外科診所,63000040,臺北市中山區中山北路二段１０６之２號４樓
東方整形外科診所,63000040,臺北市中山區中山北路一段１２２號２樓
德美診所,63000040,臺北市中山區北安路五九六號一樓
英政耳鼻喉科診所,63000040,臺北市中山區長安東路二段１６９之9號
蔡仁雨皮膚科診所,63000040,臺北市中山區南京東路三段１１８號３樓
瑞光眼科診所,63000040,臺北市中山區南京東路一段25號、25號2樓
鄭志誠小兒科診所,63000040,臺北市中山區民生東路一段八號
黃大倫婦產科診所,63000040,臺北市中山區長安東路二段一三一之三號一樓二樓
潘外科內科診所,63000040,臺北市中山區長春路135之1號2樓
王俊民皮膚科診所,63000040,臺北市中山區松江路一二七之一號三樓
蔡國賢耳鼻喉科診所,63000040,臺北市中山區長安東路二段108之2號(1樓)
全安診所,63000040,臺北市中山區天祥路20號
登彩整形外科診所,63000040,臺北市中山區中山北路二段62巷5號1樓
光華家醫科診所,63000040,臺北市中山區長安東路2段33號1樓
劉雲祥診所,63000040,臺北市中山區龍江路２４６號
晏安診所,63000040,臺北市中山區長安東路二段１８９號之６
劉宣彥診所,63000040,臺北市中山區伊通街十七之四號
池明仁整形外科診所,63000040,臺北市中山區民生東路一段13號5樓
芯慈耳鼻喉科診所,63000040,臺北市中山區長春路364號
陳正熹耳鼻喉科診所,63000040,臺北市中山區雙城街１０巷１８號１樓
如田診所,63000040,臺北市中山區民生東路二段一二八號一樓
鼎廬診所,63000040,臺北市中山區中山北路二段１３７巷３７號１樓
蔡瓊瑤眼科診所,63000040,臺北市中山區龍江路２７１巷６號
長春眼科聯合診所,63000040,臺北市中山區建國北路二段６６號
德容聯合診所,63000040,臺北市中山區吉林路197號、197號2樓
王宗前診所,63000040,臺北市中山區吉林路２５０號
大直診所,63000040,臺北市中山區北安路595巷2弄2號(1樓及地下層)、6號1樓
正恩耳鼻喉科診所,63000040,臺北市中山區錦州街321號
龍江小兒科診所,63000040,臺北市中山區龍江路１８１－１號１樓
晉宏診所,63000040,臺北市中山區復興北路５１４巷５６號１樓
大直復健科診所,63000040,臺北市中山區北安路630巷25弄16號
寧康聯合診所,63000040,臺北市中山區龍江路209巷6之1號
宏林診所,63000040,臺北市中山區民生西路6號、6號2樓、6號2樓之1
吳振力診所,63000040,臺北市中山區長春路三０九號
慶恩小兒科診所,63000040,臺北市中山區吉林路一一七號
敦北諾貝爾診所,63000040,臺北市中山區長安東路二段189號2樓之2
南京小岩井診所,63000010,臺北市松山區南京東路3段303巷8弄6號1樓
嬌妮美診所,63000010,臺北市松山區南京東路5段3號9樓
佳利安診所,63000010,臺北市松山區南京東路3段305號8樓
安德森整形外科診所,63000010,臺北市松山區復興北路337號3樓
立健美診所,63000010,臺北市松山區民權東路3段130號1樓
宸曜診所,63000010,臺北市松山區敦化北路155巷8號1、2樓
芯橙診所,63000010,臺北市松山區復興北路33號6樓
守葳診所,63000010,臺北市松山區南京東路3段256巷46號1、2樓
馥之美診所,63000010,臺北市松山區慶城街24之1號5樓
蘭瑞診所,63000010,臺北市松山區敦化南路1段25號3樓
君綺國際診所,63000010,臺北市松山區敦化南路1段25號2樓
麗得醫美整形外科診所,63000010,臺北市松山區南京東路5段1號5樓
南京安澐診所,63000010,臺北市松山區健康路303號(1樓)
韓后國際健康醫美診所,63000010,臺北市松山區復興北路69號10樓
微醫未來美學診所,63000010,臺北市松山區南京東路5段166、168號11樓
畇力診所,63000010,臺北市松山區富錦街512號1樓
姿晨健康美學診所,63000010,臺北市松山區民生東路3段101號2樓、2樓之1及2樓之2
尚安診所,63000010,臺北市松山區復興北路331號4樓
長庚醫療財團法人長庚診所,63000010,臺北市松山區民生東路三段130巷9號2、3、4樓
李士虹皮膚科診所,63000010,臺北市松山區民權東路3段136號3樓之1
富樂診所,63000010,臺北市松山區敦化北路167號1樓A區
光一診所,63000010,臺北市松山區延吉街22巷1號1樓
景賀醫美診所,63000010,臺北市松山區光復北路125號1樓
泛亞皮膚科整形外科診所,63000010,臺北市松山區復興北路35號4樓
?眼明眼科診所,63000010,臺北市松山區南京東路三段309號2樓
松原復健診所,63000010,臺北市松山區光復北路206號
佳德診所,63000010,臺北市松山區健康路18號、18之1號1樓及地下1層
安德復復健專科診所,63000010,臺北市松山區光復北路181號地下二層
景賀診所,63000010,臺北市松山區民生東路5段85號
弘光耳鼻喉科診所,63000010,臺北市松山區民生東路四段117號
蘋果樹醫美診所,63000010,臺北市松山區南京東路三段309號3樓
何兆芬健康診所,63000010,臺北市松山區南京東路四段47號2樓
金贊診所,63000010,臺北市松山區南京東路四段66號2樓、寧安街68巷25號2樓
生昇復健專科診所,63000010,臺北市松山區三民路39號
美人魚時尚婦產科診所,63000010,臺北市松山區南京東路三段331號9樓
聯青診所,63000010,臺北市松山區南京東路4段16號5樓
立悅皮膚科診所,63000010,臺北市松山區南京東路五段46號4樓
鈞賀診所,63000010,臺北市松山區富錦街462號
美仕媞時尚醫美診所,63000010,臺北市松山區敦化北路244巷33號1樓
新心診所,63000010,臺北市松山區光復北路11巷63號
李政洋身心診所,63000010,臺北市松山區三民路84號
佳家美學診所,63000010,臺北市松山區復興北路145號3樓
松山大愛眼科診所,63000010,臺北市松山區南京東路五段269號1、2、3樓
臻品絕色診所,63000010,臺北市松山區興安街157號
極光美學診所,63000010,臺北市松山區南京東路四段25號2樓
尚志塾遠絡診所,63000010,臺北市松山區南京東路四段164號3樓之1 
?悅診所,63000010,臺北市松山區南京東路5段163之1號(1、2樓)
延壽耳鼻喉科診所,63000010,臺北市松山區延壽街113號
髮王植髮診所,63000010,臺北市松山區慶城街21之3號3樓
達特邱診所,63000010,臺北市松山區八德路二段350號2樓
澄東耳鼻喉科診所,63000010,臺北市松山區三民路37號
W頂尖醫美診所,63000010,臺北市松山區南京東路三段270號4樓
悠適復健科診所,63000010,臺北市松山區光復北路11巷65號1樓、67號1樓
欣悅超美診所,63000010,臺北市松山區復興北路73號3樓
聖光眼科診所,63000010,臺北市松山區南京東路四段181、183號
康活診所,63000010,臺北市松山區復興北路333號5樓
駿昂耳鼻喉科診所,63000010,臺北市松山區八德路2段395號1樓及397號1樓
樂康診所,63000010,臺北市松山區八德路三段 221之1號
佑家診所,63000010,臺北市松山區八德路三段233號
安兒康小兒專科診所,63000010,臺北市松山區敦化北路116號、118號、118號2樓
南京光澤診所,63000010,臺北市松山區南京東路五段154號2樓、156號2樓
原邑診所,63000010,臺北市松山區健康路325巷6弄21號
妍棠美學診所,63000010,臺北市松山區敦化北路145巷49號
傑尼斯時尚醫美整形外科診所,63000010,臺北市松山區南京東路五段230號3樓之7、3樓之8
泰安親親家庭診所,63000010,臺北市松山區光復北路97號
恩緹悠活時尚診所,63000010,臺北市松山區慶城街24號4樓
弘宇診所,63000010,臺北市松山區民權東路3段160巷2之6號(1樓)
佑達骨科診所,63000010,臺北市松山區南京東路4段95號1樓
朱家庭醫學科診所,63000010,臺北市松山區八德路3段12巷57弄39之1號1樓
康健診所,63000010,臺北市松山區延吉街9之4號(1樓)及11號2樓
吉祥預防醫學診所,63000010,臺北市松山區南京東路三段303巷6弄9號1樓
名悅時尚診所,63000010,臺北市松山區南京東路3段259號9樓
宥全診所,63000010,臺北市松山區民生東路5段216號1樓
依定美時尚診所,63000010,臺北市松山區八德路3段2號2樓
聯欣診所,63000010,臺北市松山區南京東路4段16號5樓
全煜耳鼻喉科診所,63000010,臺北市松山區復興北路73號2樓
瑞麗嘉健康美學慶中診所,63000010,臺北市松山區南京東路3段259號5樓
禾玥醫學診所,63000010,臺北市松山區南京東路3段269巷6號1樓
麥茵茲美形診所,63000010,臺北市松山區南京東路5段71號2樓之3、2樓之4及3樓之5
恆美學診所,63000010,臺北市松山區南京東路4段56號2樓
髮立現診所,63000010,臺北市松山區民生東路3段113巷6弄3號1樓
耀渼麗醫學美容診所,63000010,臺北市松山區南京東路3段259號4樓
佳思優醫美整形診所,63000010,臺北市松山區敦化北路8號1樓(1、2層)
臺北市立聯合醫院附設松山門診部,63000010,臺北市松山區八德路4段694號(1樓)
交通部民用航空局航空醫務中心,63000010,臺北市松山區敦化北路405巷123弄10號
榮恩耳鼻喉科小兒科聯合診所,63000010,臺北市松山區南京東路五段２５８號
林聰賢婦產科診所,63000010,臺北市松山區八德路四段３４５號２Ｆ
劉內兒科診所,63000010,臺北市松山區民生東路五段148號、148之1號
趙耳鼻喉科診所,63000010,臺北市松山區八德路四段６４９號一樓
康明哲小兒科內科診所,63000010,臺北市松山區三民路１３６巷１５號
松山內兒科診所,63000010,臺北市松山區八德路四段２５５號
王俊彰耳鼻喉科診所,63000010,臺北市松山區民生東路五段１７號
林志聖眼科診所,63000010,臺北市松山區三民路１４０號
張芳杰內兒科診所,63000010,臺北市松山區民生東路五段１３８巷７號
高國隆婦產科診所,63000010,臺北市松山區八德路四段257號2樓
陳大昕耳鼻喉科診所,63000010,臺北市松山區八德路四段１００號
吳耳鼻喉科診所,63000010,臺北市松山區三民路１１３巷１－１號
陳炳堅內科診所,63000010,臺北市松山區延壽街３２７號
康瑞耳鼻喉科診所,63000010,臺北市松山區八德路三段154號1樓
吳慶南內科診所,63000010,臺北市松山區民生東路五段１３８巷１號
華南小兒科診所,63000010,臺北市松山區延吉街３０巷１５號
江建中診所,63000010,臺北市松山區八德路4段285號1樓
尚群眼科診所,63000010,臺北市松山區南京東路五段４３號１樓
民生翁耳鼻喉科診所,63000010,臺北市松山區民生東路五段78號1樓
江崇萍小兒科診所,63000010,臺北市松山區南京東路五段２５１巷２４弄２７號
安德聯合診所,63000010,臺北市松山區八德路三段３４號４樓及１２樓
安成診所,63000010,臺北市松山區富錦街４９７號
美佳皮膚科診所,63000010,臺北市松山區八德路三段１６４號２樓
傅眼科診所,63000010,臺北市松山區八德路三段156號3樓
王貞乃皮膚科診所,63000010,臺北市松山區民生東路四段80巷6弄7號
王躬仁診所,63000010,臺北市松山區新中街１２之３號１樓
車參薇小兒科診所,63000010,臺北市松山區八德路三段195號１樓
洪小兒科診所,63000010,臺北市松山區市民大道五段１６５號１樓
方一強眼科診所,63000010,臺北市松山區民生東路四段１０１號２樓
趙彥宇邱慧嫻皮膚科聯合診所,63000010,臺北市松山區慶城街8之1號3樓及8號3樓
京華皮膚科診所,63000010,臺北市松山區八德路三段238號
英爵聯合診所,63000010,臺北市松山區南京東路3段331號2樓
閎新耳鼻喉科皮膚科聯合診所,63000010,臺北市松山區八德路三段20之2號
完全優整合醫學診所,63000010,臺北市松山區南京東路三段303巷6弄11號
日聖眼科診所,63000010,臺北市松山區新中街３５號
正風復健科診所,63000010,臺北市松山區光復北路133及135號1樓
大家好診所,63000010,臺北市松山區民生東路四段８０巷１１弄２號１樓
湘豐診所,63000010,臺北市松山區敦化北路１４１號５樓
蔡恭禮內兒科診所,63000010,臺北市松山區新東街28號之2
林忠志診所,63000010,臺北市松山區南京東路五段291巷20弄3之3號
王世興醫師診所,63000010,臺北市松山區八德路四段10號
詹前俊小兒科診所,63000010,臺北市松山區民生東路五段１０５號
周玄文診所,63000010,臺北市松山區民權東路三段１６０巷１９弄６號
余內科診所,63000010,臺北市松山區八德路四段６４６號
雷湘安皮膚科診所,63000010,臺北市松山區三民路43巷1號
張國華整形外科診所,63000010,臺北市松山區南京東路五段34號2樓
林永濤整形外科診所,63000010,臺北市松山區光復北路７號７樓
安禾聯合診所,63000010,臺北市松山區民權東路三段一七八號三樓
親親家庭診所,63000010,臺北市松山區南京東路五段347號
黎博彥診所,63000010,臺北市松山區民生東路五段230號
美麗優品時尚診所,63000010,臺北市松山區民生東路四段97巷2弄1號
宇恩復健科診所,63000010,臺北市松山區民權東路三段140巷15號3樓
正顏診所,63000010,臺北市松山區八德路二段410巷12號
奧斯卡眼科診所,63000010,臺北市松山區敦化南路1段7號2樓及3樓之1
邱楠超診所,63000010,臺北市松山區延吉街20號1樓
祐腎內科診所,63000010,臺北市松山區南京東路四段50號8樓
介壽診所,63000010,臺北市松山區光復北路226號
聯安診所,63000010,臺北市松山區南京東路4段16號地下二樓
怡碩視光眼科診所,63000010,臺北市松山區復興北路313巷28號
裕昇診所,63000010,臺北市松山區民生東路5段95號
永承診所,63000010,臺北市松山區敦化北路155巷9號地下一層
松山信合美眼科診所,63000010,臺北市松山區三民路      9號、9之3號、9之4號、9之5號、9之6號、9之8號
臺北市立聯合醫院附設大安門診部,63000030,臺北市大安區辛亥路3段15號
國立台灣大學保健中心,63000030,臺北市大安區羅斯福路四段１號
信恩美醫診所,63000030,臺北市大安區信義路二段７２號４樓
張少萌婦產科診所,63000030,臺北市大安區信義路四段１９９巷２號４樓之１之２
劉耳鼻喉科診所,63000030,臺北市大安區復興南路2段151巷27號、27之1號
曹眼科診所,63000030,臺北市大安區和平東路二段２６９號２樓
忠孝眼科診所,63000030,臺北市大安區忠孝東路四段１１２號６樓－７
董曉青眼科診所,63000030,臺北市大安區安和路二段69巷6號2樓
大安黃耳鼻喉科診所,63000030,臺北市大安區和平東路3段234號
黃禎祥診所,63000030,臺北市大安區師大路７１號
陳秀鳳婦產科診所,63000030,臺北市大安區和平東路二段１９１號２樓
大安林內科診所,63000030,臺北市大安區敦化南路一段３２１號５樓
新鑫耳鼻喉科診所,63000030,臺北市大安區師大路１０５巷１３號１樓
陳志明診所,63000030,臺北市大安區和平東路二段３３７號
蔡國仁內兒科診所,63000030,臺北市大安區忠孝東路三段２１７巷４弄２１號
詹骨科診所,63000030,臺北市大安區信義路四段５３巷６號
吳坤光婦產科診所,63000030,臺北市大安區信義路四段５９號
劉達昌眼科診所,63000030,臺北市大安區和平東路三段２３８號
林青穀家庭醫學科診所,63000030,臺北市大安區大安路1段2之1號
博全婦產科診所,63000030,臺北市大安區大安路一段18號、16巷1、1-1、3、3-1、5、5-1號2樓
鄭耳鼻喉科診所,63000030,臺北市大安區信義路四段３４１號
施崇仁耳鼻喉科診所,63000030,臺北市大安區和平東路二段３１１巷13號１Ｆ
林繼國診所,63000030,臺北市大安區忠孝東路三段２１７巷１弄１２號１樓
馬大勳婦產科診所,63000030,臺北市大安區安和路一段１１號２樓－１
頂好林耳鼻喉科診所,63000030,臺北市大安區敦化南路一段１６０巷５０號
黃禎憲皮膚科診所,63000030,臺北市大安區師大路７1號2樓及７7號
大學眼科診所,63000030,臺北市大安區新生南路3段54之3號1樓、54巷2號2樓、54巷2號2樓之1
陳建銓耳鼻喉科診所,63000030,臺北市大安區樂利路９３號１Ｆ
張尚哲婦產科診所,63000030,臺北市大安區忠孝東路四段２１０號４Ｆ
李翔耳鼻喉科診所,63000030,臺北市大安區和平東路2段18之8號2Ｆ
霍天年整形外科診所,63000030,臺北市大安區忠孝東路四段一九一號六樓之一
葉明憲小兒科診所,63000030,臺北市大安區羅斯福路三段１９１號２Ｆ
張渝醫師診所,63000030,臺北市大安區基隆路二段２７０號１Ｆ
羅斯福診所,63000030,臺北市大安區羅斯福路3段253號2樓，2樓之1，2樓之3
啟誠聯合診所,63000030,臺北市大安區和平東路二段120號1樓、2樓、3樓、4樓
通化延吉診所,63000030,臺北市大安區信義路四段２６５巷３６號
林正宗婦產科診所,63000030,臺北市大安區和平東路三段100號2樓
蔣曉山整形外科診所,63000030,臺北市大安區敦化南路一段１９２號２樓
李婦產科診所,63000030,臺北市大安區羅斯福路2段41號8樓之1
經典整形外科診所,63000030,臺北市大安區忠孝東路4段94之5號(6樓)
皇家診所,63000030,臺北市大安區羅斯福路三段２２７號１０樓
劉賢平婦產科診所,63000030,臺北市大安區延吉街１７５號２樓
景德耳鼻喉科診所,63000030,臺北市大安區和平東路二段１９１號
誼安診所,63000030,臺北市大安區仁愛路四段二五號三A
黃清浩耳鼻喉科診所,63000030,臺北市大安區光復南路430號
忠孝大學眼科診所,63000030,臺北市大安區忠孝東路4段178號1樓、178號2樓、178之1號1樓、178之1號2樓
呂小兒科診所,63000030,臺北市大安區通化街二十四巷六號一樓
陳惠章婦產科家庭醫學科診所,63000030,臺北市大安區羅斯福路三段二六一號二樓
黃崇禮皮膚科診所,63000030,臺北市大安區信義路三段192-1號3樓
秋江外科診所,63000030,臺北市大安區信義路二段一七八號二樓
窈窕診所,63000030,臺北市大安區復興南路2段6號4樓
適健復健科診所,63000030,臺北市大安區忠孝東路4段166號8樓、9樓
家安復健科診所,63000030,臺北市大安區敦化南路二段一六八及一七0號地下一樓
綺顏診所,63000030,臺北市大安區仁愛路四段一0九號二樓B室
蘇仁和耳鼻喉科診所,63000030,臺北市大安區安和路一段十一號四樓之一
游鴻儒皮膚科診所,63000030,臺北市大安區仁愛路四段一五一巷三六號二樓
薇妮斯整形外科診所,63000030,臺北市大安區忠孝東路4段120之12號12樓
儷人整形外科診所,63000030,臺北市大安區忠孝東路四段六十號五樓之一
尖端診所,63000030,臺北市大安區敦化南路二段一六八號十一樓
滿意婦產科診所,63000030,臺北市大安區羅斯福路三段二七一號三樓及三樓之一
和平大愛眼科診所,63000030,臺北市大安區和平東路一段六號二樓
宜德復健科診所,63000030,臺北市大安區和平東路三段二一0號
杏語心靈診所,63000030,臺北市大安區復興南路1段200號11樓
漂亮愛爾麗整形外科診所,63000030,臺北市大安區忠孝東路4段325號3樓
華漾皮膚專科診所,63000030,臺北市大安區金華街二四九號
鍾啟榮皮膚科診所,63000030,臺北市大安區敦化南路一段二OO號三樓之一
曾皮膚科診所,63000030,臺北市大安區信義路二段三十八號一樓
琳安診所,63000030,臺北市大安區信義路4段138號3樓、140號3樓
張國麟耳鼻喉科診所,63000030,臺北市大安區和平東路三段一四七號一樓
極緻皮膚專科診所,63000030,臺北市大安區忠孝東路四段49巷2號7樓
大安春暉診所,63000030,臺北市大安區大安路一段一八O號二樓
許世賓婦產科診所,63000030,臺北市大安區和平東路一段169號2、4樓，171號2樓
長松眼科診所,63000030,臺北市大安區大安路一段一二六巷一號
周大中婦產科診所,63000030,臺北市大安區敦化南路二段四十六號二樓
貝拉整形外科診所,63000030,臺北市大安區安和路1段141巷6號 (實際營業地址:1樓)
慈民骨科診所,63000030,臺北市大安區延吉街233巷2號
尚行美皮膚專科診所,63000030,臺北市大安區光復南路288號2樓之5、4樓之3
知美整形外科診所,63000030,臺北市大安區忠孝東路4段221號6樓
大安耳鼻喉科診所,63000030,臺北市大安區復興南路二段163號
藝林整形外科診所,63000030,臺北市大安區羅斯福路3段309號4樓之2
光能身心診所,63000030,臺北市大安區忠孝東路四段15號8樓
亞立山大時尚整形診所,63000030,臺北市大安區忠孝東路4段107號3樓之1
安麗整形外科診所,63000030,臺北市大安區復興南路1段215號6樓
林慧雯婦產科診所,63000030,臺北市大安區忠孝東路4段210之1號2樓
哈利路亞曾英欽診所,63000030,臺北市大安區仁愛路3段29號地下室
全家聯合診所,63000030,臺北市大安區和平東路二段３５３號
沈德昌診所,63000030,臺北市大安區四維路１８９號１樓
優德診所,63000030,臺北市大安區延吉街１５３－２號５樓
安法診所,63000030,臺北市大安區敦化南路二段９７號２７樓
謝林診所,63000030,臺北市大安區大安路2段21號
簡萬居耳鼻喉科診所,63000030,臺北市大安區辛亥路一段２８號
陳柏豪耳鼻喉科診所,63000030,臺北市大安區和平東路一段１０號
王暉政眼科診所,63000030,臺北市大安區師大路１１０號１Ｆ
仁安診所,63000030,臺北市大安區和平東路二段一七五巷三十四號一樓
實美整形外科診所,63000030,臺北市大安區信義路四段６３號１樓
萬通耳鼻喉科診所,63000030,臺北市大安區延吉街６４－２號１樓
誠品診所,63000030,臺北市大安區敦化南路一段３１７號
佳音診所,63000030,臺北市大安區復興南路1段261之3號1樓
蔡博庸整形外科診所,63000030,臺北市大安區忠孝東路四段231號7樓之1
同心婦產科診所,63000030,臺北市大安區東豐街２６號
新長安診所,63000030,臺北市大安區和平東路三段２２８巷３９號
陳瑞鵬婦產科診所,63000030,臺北市大安區信義路四段１７７號２樓
?安診所,63000030,臺北市大安區忠孝東路3段243號3樓
李唯通診所,63000030,臺北市大安區安居街十九號
安居診所,63000030,臺北市大安區和平東路3段252號
梁偉中整形外科診所,63000030,臺北市大安區忠孝東路四段一二四之四號五樓
延吉診所,63000030,臺北市大安區延吉街二四一巷二弄五號一樓
祥光診所,63000030,臺北市大安區忠孝東路三段八十六號十一樓之一
電眼美人診所,63000030,臺北市大安區忠孝東路三段239號3樓
微整形外科診所,63000030,臺北市大安區忠孝東路4段2號7樓之8、7樓之9
佳醫美人診所,63000030,臺北市大安區仁愛路四段66號2樓
康婕婦產科診所,63000030,臺北市大安區光復南路240巷23號2樓
新慶生診所,63000030,臺北市大安區仁愛路四段151巷36號2樓之1
優美診所,63000030,臺北市大安區新生南路二段2號7樓之5
潤弘診所,63000030,臺北市大安區建國南路二段276號3樓
劉建宏診所,63000030,臺北市大安區大安路二段139號
金郁婦產科診所,63000030,臺北市大安區忠孝東路四段177號7樓之4
星星親子眼科診所,63000030,臺北市大安區信義路三段114號2樓
榮主診所,63000030,臺北市大安區光復南路280巷23號3樓
聯合整形外科診所,63000030,臺北市大安區新生南路二段8號2樓
楷鈞診所,63000030,臺北市大安區復興南路2段139號3樓
永悅診所,63000030,臺北市大安區忠孝東路四段50號7樓
春天診所,63000030,臺北市大安區信義路四段184號3樓
