機構名稱,縣市區名,地址,科別
安禾聯合診所,臺北市松山區,臺北市松山區民權東路三段一七八號三樓,"內科,兒科,西醫一般科,"
安兒康小兒專科診所,臺北市松山區,臺北市松山區敦化北路116號、118號、118號2樓,"兒科,"
黎博彥診所,臺北市松山區,臺北市松山區民生東路五段230號,"內科,兒科,"
康明哲小兒科內科診所,臺北市松山區,臺北市松山區三民路１３６巷１５號,"內科,兒科,"
張芳杰內兒科診所,臺北市松山區,臺北市松山區民生東路五段１３８巷７號,"內科,兒科,"
林忠志診所,臺北市松山區,臺北市松山區南京東路五段291巷20弄3之3號,"兒科,"
華南小兒科診所,臺北市松山區,臺北市松山區延吉街３０巷１５號,"兒科,"
長庚醫療財團法人台北長庚紀念醫院,臺北市松山區,臺北市松山區敦化北路199號、197號、臺北市松山區敦化北路199巷6號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,西醫一般科,牙醫一般科,中醫一般科,"
洪小兒科診所,臺北市松山區,臺北市松山區市民大道五段１６５號１樓,"兒科,"
江崇萍小兒科診所,臺北市松山區,臺北市松山區南京東路五段２５１巷２４弄２７號,"兒科,"
三軍總醫院松山分院附設民眾診療服務處,臺北市松山區,臺北市松山區健康路１３１號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,解剖病理科,臨床病理科,急診醫學科,牙醫一般科,"
松山內兒科診所,臺北市松山區,臺北市松山區八德路四段２５５號,"內科,兒科,"
蔡恭禮內兒科診所,臺北市松山區,臺北市松山區新東街28號之2,"內科,兒科,"
劉內兒科診所,臺北市松山區,臺北市松山區民生東路五段148號、148之1號,"內科,兒科,"
車參薇小兒科診所,臺北市松山區,臺北市松山區八德路三段195號１樓,"兒科,"
博仁綜合醫院,臺北市松山區,臺北市松山區光復北路66號、68號地下一層、68號、68號2至7樓、68號2樓之1至7樓之1、68號2樓之2至7樓之2,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,急診醫學科,職業醫學科,西醫一般科,牙醫一般科,"
基督復臨安息日會醫療財團法人臺安醫院,臺北市松山區,"臺北市松山區八德路二段424,426號","家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,解剖病理科,急診醫學科,整形外科,職業醫學科,牙醫一般科,"
榮恩耳鼻喉科小兒科聯合診所,臺北市松山區,臺北市松山區南京東路五段２５８號,"兒科,耳鼻喉科,"
詹前俊小兒科診所,臺北市松山區,臺北市松山區民生東路五段１０５號,"兒科,"
中山醫療社團法人中山醫院,臺北市大安區,臺北市大安區仁愛路四段112巷11號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,復健科,麻醉科,放射診斷科,放射腫瘤科,整形外科,牙醫一般科,"
宏恩醫療財團法人宏恩綜合醫院,臺北市大安區,臺北市大安區仁愛路四段71巷1號、仁 愛路四段61號、仁愛路四段91巷16號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,復健科,麻醉科,放射診斷科,職業醫學科,牙醫一般科,"
禾馨新生婦幼診所,臺北市大安區,臺北市大安區新生南路三段2號、2號2樓、2號3樓,"兒科,婦產科,麻醉科,"
中心診所醫療財團法人中心綜合醫院,臺北市大安區,臺北市大安區忠孝東路四段７７號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,急診醫學科,職業醫學科,牙醫一般科,"
延吉診所,臺北市大安區,臺北市大安區延吉街二四一巷二弄五號一樓,"兒科,"
陳志明診所,臺北市大安區,臺北市大安區和平東路二段３３７號,"兒科,"
劉建宏診所,臺北市大安區,臺北市大安區大安路二段139號,"兒科,"
林繼國診所,臺北市大安區,臺北市大安區忠孝東路三段２１７巷１弄１２號１樓,"家庭醫學科,兒科,"
國泰醫療財團法人國泰綜合醫院,臺北市大安區,臺北市大安區仁愛路四段266巷6號，280號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,"
葉明憲小兒科診所,臺北市大安區,臺北市大安區羅斯福路三段１９１號２Ｆ,"兒科,"
臺北市立聯合醫院附設大安門診部,臺北市大安區,臺北市大安區辛亥路3段15號,"兒科,"
大安林內科診所,臺北市大安區,臺北市大安區敦化南路一段３２１號５樓,"內科,兒科,"
蔡國仁內兒科診所,臺北市大安區,臺北市大安區忠孝東路三段２１７巷４弄２１號,"內科,兒科,"
尹書田醫療財團法人書田泌尿科眼科診所,臺北市大安區,臺北市大安區建國南路2段276號1樓、2樓、4樓、4樓之1、B1、B1之1、278號1樓,"家庭醫學科,內科,外科,兒科,神經科,泌尿科,眼科,皮膚科,精神科,復健科,"
許靜瑛小兒科診所,臺北市大安區,臺北市大安區和平東路1段230號1樓,"兒科,"
黃禎祥診所,臺北市大安區,臺北市大安區師大路７１號,"家庭醫學科,兒科,"
呂小兒科診所,臺北市大安區,臺北市大安區通化街二十四巷六號一樓,"兒科,"
啟誠聯合診所,臺北市大安區,臺北市大安區和平東路二段120號1樓、2樓、3樓、4樓,"內科,兒科,神經科,皮膚科,復健科,"
黃文香兒科診所,臺北市大安區,臺北市大安區忠孝東路4段250號2樓之1,"兒科,"
安東診所,臺北市大安區,臺北市大安區和平東路2段229號(1樓、2樓),"兒科,"
健華診所,臺北市大安區,臺北市大安區和平東路2段299號(實際營業地址:1樓),"家庭醫學科,兒科,"
愛群小兒專科診所,臺北市大安區,臺北市大安區信義路3段170號2樓、170號2樓之1、172號2樓、172號2樓之1,"兒科,"
小禾馨小兒專科診所,臺北市大安區,臺北市大安區新生南路三段4號,"兒科,"
愛群兒童成長診所,臺北市大安區,臺北市大安區信義路三段155號1、2樓,"兒科,婦產科,"
禾馨大安婦幼診所,臺北市大安區,臺北市大安區新生南路3段4號2樓,"兒科,婦產科,"
圓山診所,臺北市大同區,臺北市大同區酒泉街131號(1樓),"家庭醫學科,兒科,"
臺北市立聯合醫院附設大同門診部,臺北市大同區,臺北市大同區昌吉街52號(1樓及2樓),"兒科,復健科,"
陳重熙內科小兒科診所,臺北市大同區,臺北市大同區保安街３之４號,"內科,兒科,"
羅源彰診所,臺北市大同區,臺北市大同區長安西路137號,"兒科,"
黃博裕小兒科診所,臺北市大同區,臺北市大同區赤峰街４９巷２１號,"兒科,"
紘成診所,臺北市大同區,臺北市大同區長安西路53巷7弄1之1號1樓,"兒科,婦產科,"
施小兒科診所,臺北市大同區,臺北市大同區重慶北路三段２８號,"兒科,"
愛鄰診所,臺北市中山區,臺北市中山區北安路520之1號,"兒科,"
葉小兒科診所,臺北市中山區,臺北市中山區長春路２２７號,"家庭醫學科,兒科,"
明誠診所,臺北市中山區,臺北市中山區錦州街446號,"兒科,"
慶恩小兒科診所,臺北市中山區,臺北市中山區吉林路一一七號,"兒科,"
陳?輝診所,臺北市中山區,臺北市中山區民生東路二段１０３號,"兒科,"
柏泉內科小兒科診所,臺北市中山區,臺北市中山區北安路５９５巷２０弄５號,"內科,兒科,"
綠葉親子診所,臺北市中山區,臺北市中山區農安街12之1號(1樓),"兒科,"
四季和安婦幼診所,臺北市中山區,臺北市中山區林森北路452號地下1樓、458號及458號3樓、460號及460號2樓、錦州街23巷3號3樓,"兒科,婦產科,"
雙連婦產科小兒科診所,臺北市中山區,臺北市中山區民生西路30號4樓,"兒科,婦產科,"
台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院,臺北市中山區,臺北市中山區中山北路2段92號,"外科,兒科,婦產科,骨科,神經外科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,牙醫一般科,"
龍江小兒科診所,臺北市中山區,臺北市中山區龍江路１８１－１號１樓,"兒科,"
臺北市立聯合醫院附設中山門診部,臺北市中山區,臺北市中山區松江路３６７號１樓,"兒科,"
協和婦女醫院,臺北市中山區,臺北市中山區松江路85巷5號1，2，3，4樓、93巷6號1，2，4樓,"兒科,婦產科,牙醫一般科,"
李堯?內兒科診所,臺北市中山區,臺北市中山區民權東路二段２３號,"內科,兒科,"
木生婦幼診所,臺北市中山區,臺北市中山區長安東路二段90號1-4樓、88號4樓,"兒科,婦產科,"
北安聯合診所,臺北市中山區,臺北市中山區北安路569之2號 569之3號  569之4號 569之1號二 樓 569之2號二 樓 569之3號二 樓 569之4號二 樓,"家庭醫學科,內科,兒科,婦產科,骨科,耳鼻喉科,眼科,皮膚科,"
寧康聯合診所,臺北市中山區,臺北市中山區龍江路209巷6之1號,"兒科,耳鼻喉科,"
台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,臺北市中山區,臺北市中山區中山北路二段９２號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"
鄭志誠小兒科診所,臺北市中山區,臺北市中山區民生東路一段八號,"兒科,"
小禾馨民權小兒專科診所,臺北市內湖區,臺北市內湖區行忠路191號,"兒科,"
王慶森診所,臺北市內湖區,臺北市內湖區港墘路６5號,"兒科,"
康寧醫療財團法人康寧醫院,臺北市內湖區,臺北市內湖區成功路五段４２０巷２６號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,泌尿科,耳鼻喉科,復健科,麻醉科,放射診斷科,急診醫學科,牙醫一般科,"
魏穀年診所,臺北市內湖區,臺北市內湖區內湖路一段４０３號,"家庭醫學科,兒科,眼科,西醫一般科,"
振興內兒科診所,臺北市內湖區,臺北市內湖區成功路三段１９３號,"內科,兒科,"
國泰醫療財團法人內湖國泰診所,臺北市內湖區,臺北市內湖區瑞光路337號(1、2、3、4樓),"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,整形外科,"
禾馨內湖婦幼診所,臺北市內湖區,臺北市內湖區民權東路六段42號5樓(之1、之2、之3)、6樓(之1、之2、之3),"外科,兒科,婦產科,麻醉科,"
禾馨民權婦幼診所,臺北市內湖區,臺北市內湖區民權東路六段42號2樓(之1、之2、之3)、3樓(之1、之2、之3)、4樓(之1、之2、之3),"兒科,婦產科,麻醉科,"
立安診所,臺北市內湖區,臺北市內湖區內湖路二段３６５號１樓,"兒科,"
藍曾小兒科診所,臺北市內湖區,臺北市內湖區東湖路１３２號,"兒科,"
臺北市立聯合醫院附設內湖門診部,臺北市內湖區,臺北市內湖區民權東路六段99號之1(1樓),"兒科,"
劉淦華診所,臺北市內湖區,臺北市內湖區金龍路43號,"內科,兒科,"
焉醫師診所,臺北市內湖區,臺北市內湖區內湖路2段21號1樓,"兒科,"
三軍總醫院附設民眾診療服務處,臺北市內湖區,臺北市內湖區成功路二段325號；臺北市中正區汀州路3段40號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"
魏之明小兒科診所,臺北市內湖區,臺北市內湖區康寧路三段54之6號1樓,"兒科,"
中國醫藥大學附設醫院臺北分院,臺北市內湖區,臺北市內湖區內湖路二段360號、362號,"家庭醫學科,內科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,精神科,復健科,麻醉科,放射診斷科,中醫一般科,"
宋小兒科診所,臺北市內湖區,臺北市內湖區內湖路二段２５號,"兒科,婦產科,眼科,西醫一般科,"
天仁小兒科診所,臺北市南港區,臺北市南港區成福路21號,"兒科,"
李文珍小兒科診所,臺北市南港區,臺北市南港區研究院路2段74號,"兒科,"
蔣小兒科診所,臺北市南港區,臺北市南港區玉成街１６６巷３0號１樓,"兒科,"
義仁兒科診所,臺北市南港區,臺北市南港區玉成街138號1樓,"家庭醫學科,兒科,"
松展診所,臺北市南港區,臺北市南港區忠孝東路六段110巷18號,"兒科,"
臺北市立聯合醫院附設士林門診部,臺北市士林區,臺北市士林區中正路439號,"兒科,"
存德小兒科診所,臺北市士林區,臺北市士林區文林路460號(實際使用：1樓),"家庭醫學科,兒科,"
惠周內兒科診所,臺北市士林區,臺北市士林區大北路９６號１樓,"內科,兒科,"
貝爾診所,臺北市士林區,臺北市士林區中山北路七段82巷9號,"兒科,"
士林小兒科診所,臺北市士林區,臺北市士林區中正路249號,"兒科,"
樹爸爸親子診所,臺北市士林區,臺北市士林區德行東路286號,"兒科,"
小禾馨士林小兒專科診所,臺北市士林區,臺北市士林區中正路289號(1樓),"兒科,"
忠誠聯合診所,臺北市士林區,臺北市士林區忠誠路2段50巷35號,"內科,兒科,"
慈田耳鼻喉科診所,臺北市士林區,臺北市士林區延平北路五段１８５號１樓,"兒科,耳鼻喉科,"
何小兒科診所,臺北市士林區,臺北市士林區福港街１７６號,"兒科,"
蕭雨青小兒科診所,臺北市士林區,臺北市士林區延平北路五段２９２號１樓,"兒科,"
李世澤小兒科內科診所,臺北市士林區,臺北市士林區社子街６７號,"內科,兒科,"
邱世昌診所,臺北市士林區,臺北市士林區文林路７１８號,"家庭醫學科,兒科,"
嘉櫻小兒科診所,臺北市士林區,臺北市士林區德行西路119號1樓,"兒科,"
愛林診所,臺北市士林區,臺北市士林區承德路四段222號、222之1號、222之2號,"家庭醫學科,兒科,"
元順診所,臺北市士林區,臺北市士林區德行西路１０６號,"內科,兒科,"
何啟?診所,臺北市士林區,臺北市士林區德行東路63號,"兒科,"
柯佑民小兒科診所,臺北市士林區,臺北市士林區天母東路８巷１９弄５號１樓,"兒科,"
張虔熙小兒科診所,臺北市士林區,臺北市士林區中山北路六段282號,"兒科,"
佩佩婦幼診所,臺北市士林區,臺北市士林區中山北路六段182號、182號2樓,"兒科,婦產科,"
新光醫療財團法人新光吳火獅紀念醫院,臺北市士林區,臺北市士林區文昌路95號及士商路51號、51號2樓、51號3樓、51號4樓、51號5樓、51號6樓、51號7樓、53號、55號、57號、臺北市士林區基河路252號1樓,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"
林佳宏小兒科診所,臺北市士林區,臺北市士林區中山北路六段４６２號,"兒科,"
振興醫療財團法人振興醫院,臺北市北投區,臺北市北投區振興街４５號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,西醫一般科,牙醫一般科,中醫一般科,"
陳獻明小兒科診所,臺北市北投區,臺北市北投區中央南路一段六十九號１樓,"兒科,"
黃正宏診所,臺北市北投區,臺北市北投區西安街1段359號,"兒科,"
蔡秉勳小兒科診所,臺北市北投區,臺北市北投區中和街二八一號一樓,"兒科,"
何叔芳小兒科診所,臺北市北投區,臺北市北投區石牌路2段90巷12號1樓,"兒科,"
醫療財團法人辜公亮基金會和信治癌中心醫院,臺北市北投區,臺北市北投區立德路１２５號,"內科,外科,兒科,婦產科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,整形外科,西醫一般科,牙醫一般科,"
李伯匯小兒科診所,臺北市北投區,臺北市北投區石牌路一段93號,"兒科,"
慈恩耳鼻喉科診所,臺北市北投區,臺北市北投區中央南路一段十三號,"兒科,耳鼻喉科,"
臺北榮民總醫院,臺北市北投區,臺北市北投區石牌路二段201號、322號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"
宏恩兒科診所,臺北市北投區,臺北市北投區致遠一路2段99號,"兒科,"
陳信方小兒科診所,臺北市北投區,臺北市北投區明德路106號,"兒科,"
黃浩魁小兒科診所,臺北市北投區,臺北市北投區中央北路一段168號,"兒科,"
陳柏宏親子診所,臺北市北投區,臺北市北投區明德路124號,"兒科,"
石牌李診所,臺北市北投區,臺北市北投區西安街一段二八一巷十五號,"內科,兒科,"
鄭素珠診所,臺北市北投區,臺北市北投區自強街一五四號,"家庭醫學科,兒科,"
吉安診所,臺北市北投區,臺北市北投區西安街一段２８１巷１８號,"內科,兒科,"
怡安診所,臺北市信義區,臺北市信義區基隆路一段125號,"內科,兒科,"
健民康禾診所,臺北市信義區,臺北市信義區永吉路386號(1樓含夾層),"兒科,"
連小兒科診所,臺北市信義區,臺北市信義區松山路４６５巷１１號１Ｆ,"內科,兒科,"
悠亞診所,臺北市信義區,臺北市信義區忠孝東路5段727號,"家庭醫學科,兒科,"
黃啟彰診所,臺北市信義區,臺北市信義區松山路２６１－１號１樓,"兒科,"
富陽劉內兒科診所,臺北市信義區,臺北市信義區富陽街４３號１Ｆ,"內科,兒科,"
王寬仁診所,臺北市信義區,臺北市信義區虎林街１２１巷１１號１樓,"兒科,"
鄭光志小兒科診所,臺北市信義區,臺北市信義區松德路23號(實際營業地址:1樓),"兒科,"
長風小兒科診所,臺北市信義區,臺北市信義區莊敬路３５１號１樓,"兒科,"
明輝診所,臺北市信義區,臺北市信義區松隆路282之3號,"兒科,"
臺北醫學大學附設醫院,臺北市信義區,臺北市信義區吳興街２５2號、250號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"
林應然小兒科診所,臺北市信義區,臺北市信義區福德街75號,"兒科,"
禾馨婦產科診所,臺北市中正區,臺北市中正區懷寧街78號、78號2樓,"兒科,婦產科,"
悅心診所,臺北市中正區,臺北市中正區羅斯福路2段7之2號、7之3號,"兒科,"
國立台灣大學醫學院附設醫院,臺北市中正區,臺北市中正區中山南路７、８號；常德街１號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,"
臺北市立聯合醫院附設中正門診部,臺北市中正區,臺北市中正區牯嶺街24號,"兒科,"
紹毅內兒科診所,臺北市中正區,臺北市中正區八德路1段50號1樓、50 號2樓、52號(1樓)、52之1號(2樓),"內科,兒科,"
周正成小兒科診所,臺北市中正區,臺北市中正區徐州路24號,"兒科,"
朱小兒科診所,臺北市中正區,臺北市中正區汀州路二段２２０號１樓,"兒科,"
國立臺灣大學醫學院附設醫院兒童醫院,臺北市中正區,臺北市中正區中山南路8號,"外科,兒科,精神科,復健科,麻醉科,放射診斷科,牙醫一般科,"
許孟權小兒科診所,臺北市萬華區,臺北市萬華區西藏路115號,"兒科,"
青年診所,臺北市萬華區,臺北市萬華區中華路二段四二四號,"兒科,"
漢宗小兒科診所,臺北市萬華區,臺北市萬華區中華路2段434號,"家庭醫學科,兒科,"
林進雄診所,臺北市萬華區,臺北市萬華區桂林路102號1樓,"內科,兒科,"
佳安診所,臺北市萬華區,臺北市萬華區青年路34號,"兒科,"
財團法人台灣省私立台北仁濟院附設仁濟醫院,臺北市萬華區,臺北市萬華區廣州街２００，２４３號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,耳鼻喉科,眼科,皮膚科,復健科,放射診斷科,牙醫一般科,中醫一般科,"
國立臺灣大學醫學院附設醫院北護分院,臺北市萬華區,臺北市萬華區康定路３７號、臺北市萬華區內江街87號、臺北市萬華區內江街87號、臺北市萬華區內江街89號 (文教大樓1樓及供應樓1至2樓),"家庭醫學科,內科,兒科,婦產科,神經科,耳鼻喉科,眼科,精神科,復健科,麻醉科,牙醫一般科,"
萬華劉小兒科診所,臺北市萬華區,臺北市萬華區康定路158號,"家庭醫學科,兒科,"
永康診所,臺北市萬華區,臺北市萬華區桂林路47號1樓2樓及地下1樓,"家庭醫學科,外科,兒科,骨科,復健科,"
西園醫療社團法人西園醫院,臺北市萬華區,臺北市萬華區西園路二段266、268、270、272、276號、185、187、189號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,急診醫學科,牙醫一般科,"
鄭內兒科診所,臺北市萬華區,臺北市萬華區艋舺大道430號,"內科,兒科,"
顏克文診所,臺北市萬華區,臺北市萬華區貴陽街二段１０３號,"內科,兒科,"
快樂兒童診所,臺北市萬華區,臺北市萬華區寶興街121、125、127號,"兒科,"
臺北市立萬芳醫院-委託臺北醫學大學辦理,臺北市文山區,臺北市文山區興隆路三段111號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"
房國堂小兒專科診所,臺北市文山區,臺北市文山區木新路二段269號,"兒科,"
瑞萱診所,臺北市文山區,臺北市文山區景華街一二四號,"兒科,"
秀心診所,臺北市文山區,臺北市文山區保儀路26巷1號2樓之1,"兒科,"
林建輝小兒科診所,臺北市文山區,臺北市文山區興隆路二段７０號,"兒科,"
德安小兒科診所,臺北市文山區,臺北市文山區興隆路四段６－１０號,"兒科,"
屈銘軒小兒科診所,臺北市文山區,臺北市文山區興隆路二段301巷4-2號,"兒科,"
黃偉志小兒科診所,臺北市文山區,臺北市文山區萬慶街12號1樓,"兒科,"
保順診所,臺北市文山區,臺北市文山區木新路二段２０６號,"內科,兒科,"
興隆李內兒科診所,臺北市文山區,臺北市文山區興隆路一段１２號,"內科,兒科,"
興隆內科小兒科診所,臺北市文山區,臺北市文山區興隆路二段１７號,"內科,兒科,"
洪佑承小兒專科診所,臺北市文山區,臺北市文山區興隆路四段64之2號,"兒科,"
葉洪小兒科診所,臺北市文山區,臺北市文山區興隆路三段二Ｏ二號一樓,"兒科,"
震杰小兒科診所,臺北市文山區,臺北市文山區景興路129號1樓,"兒科,"
